,number,name,name_higher,short,desc,info,info2,year
32,2454,Mielenterveyskuntoutujien asumispalvelu,Erittelemätön perustason päihde- ja mielenterveystyö,mielenterveysasumi,mielenterveyskuntoutujien asumispalvelut sisältää palveluasumisen. Se on siten intensiivistä ja pitkäjänteistä kuntoutusta mielenterveysongelman vuoksi sekä omatoimisuuden ja asumisen tiivistä harjoittelua joko ryhmäasunnossa tai itsenäisessä asunnossa.,Mielenterveyskuntoutujien palveluasuminen on usein yhteisöllistä asumista ryhmäasunnossa ja kuntoutusmetodista riippuen myös tavallista palveluasumista itsenäisessä asunnossa. Henkilöstöä on paikalla päivisin ja puhelinpäivystys toimi ympärivuorokautisesti.,Sosiaalipalvelujen kuvaukset löytyvät Sosiaalialan tiedonhallinnan sanastosta (versio 5.0): https://thl.fi/documents/920442/3642270/SOSTI_fi_sv_kevytjulkaisu_SANASTO+%281%29+3011.pdf/d98d6404-1046-409d-8b1d-9656e13cf922 --> Näytä kaikki koodit,2021
67,3022,Perhepäivähoito,,perhepaivahoito,"Hoitajan kotona, lapsen kotona tai ryhmäperhepäivähoitona järjestettävä varhaiskasvatus",Sisältää myös lapsen tukemiseksi tarvittavat tukitoimenpiteet ja vuorohoidon.,,2021
89,3551,Liikunta- ja ulkoilupalvelut,,liikuntapalvelut,"Yleisten edellytysten luominen liikunnalle paikallistasolla sekä kuntalaisten liikkumista tukeva toiminta, liikuntapaikkojen suunnittelu, toteutus sekä kunnossapito, kunnan järjestämät leirintä-, retkeily ja pienvenesatamapalvelut. ","Liikuntapalvelujen sekä terveyttä ja hyvinvointia edistävän liikunnan järjestäminen eri kohderyhmät huomioon ottaen, liikuntaneuvonta ja liikuntaryhmien ohjaus sekä kansalaistoiminnan tukeminen mukaan lukien seuratoiminta. Lisäksi liikuntapaikkojen, pienvene- ja vierasvenesatamien, uimarantojen, luontoliikuntapaikkojen, sekä leirintä- ja retkeilyalueiden infrastruktuurin rakentamiseen, ylläpitoon, valaistukseen ja opastukseen liittyvät palvelut sekä kuntien näille kohdistamat tuet. Palveluluokalle kohdistetaan myös virkistysmetsien virkistyskäyttö.  ",,2021
69,3041,Esiopetus,,esiopetus,"Esiopetus, sekä pidennetyn oppivelvollisuuden piirissä olevien lasten esiopetus. Pidennettyä oppivelvollisuutta voi toteutua 5-vuotiaille järjestettävässä esiopetuksessa, vaikeimmin kehitysvammaisten opetuksessa ja muiden kuin vaikeimmin kehitysvammaisten opetuksessa.","Oppivelvollisuutta edeltävänä vuonna järjestettävä opetus, jota järjestetään esim. varhaiskasvatuksen ja perusopetuksen yhteydessä. Esiopetukseen kuuluvat kolmiportainen tuki, koulunkäyntiavustajan/-ohjaajan toiminta, ruokailu, kuljetukset ja esiopetuksen opetussuunnitelman perusteiden mukainen oppilashuolto (sisältää mm. poissaolojen seurannan, kiusaamisen ja tapaturmien ehkäisyn, kouluympäristön terveellisyyden ja turvallisuuden tarkastamisen ja kouluyhteisön hyvinvoinnin edistämisen). Sisältää myös sairaalaopetuksen. Ei sisällä kuraattori- ja psykologipalvelua, joka raportoidaan omalla palveluluokallaan. ",,2021
113,5201,Lomituspalvelut,,lomituspalvelut,"Maatalousyrittäjien ja turkistuottajien lomituspalvelut: maksuton vuosiloma, maksullinen loma  ja sijaisapu sekä poronhoitajien sijaisapu",Hallintoraha ja rahoitus palveluiden tuottamiseen (STM). Palvelu tuotetaan kuntien paikallisyksiköissä kunnan ja Melan toimeksiantosopimuksella.,,2021
119,5551,Elinkeinojen edistäminen,,elinkeinoedistaminen,Elinkeinotoiminnan sekä matkailun edistäminen ,"Elinkeinopalveluihin sisältyvät kuntamarkkinointi ja sellainen markkinointi, joka ei selkeästi kohdistu johonkin muuhun varsinaiseen palveluun, esim. kulttuuritapahtuma, elinkeinoasiamiehen palvelut sekä muut kunnan tukimuodot elinkeinoelämälle. Matkailun edistämiseen sisältyvät mm. messujen järjestäminen, kunnan matkailijoille järjestämät palvelut, kuten turisti-infot sekä kunnan tilojen antaminen majoituskäyttöön. Kunta vastaa majoitukseen sisältyvistä kuluista eli valvonta-, siivous- ja lämmityskuluista. Palveluluokalle kohdistetaan myös tietoverkkojen ylläpito.",,2021
118,5501,Tukipalvelu,,tukipalvelu,"Palveluluokituksen apuluokka. Tukipalvelukustannukset voidaan raportoida tällä palveluluokalla, minkä jälkeen kustannukset kohdistetaan varsinaisille palveluluokille sisäisellä laskutuksella tai summatasoisesti vyöryttämällä. ","Tukipalveluiden kustannukset voidaan kohdistaa myös suoraan palveluluokalle, jolloin tukipalvelu-apuluokkaa ei tarvitse käyttää. Esimerkkejä tukipalveluista: palvelualueiden strategiatyö, talous-, henkilöstö- ja hallintopalvelut, controller-toiminta, toimiala- ja palvelualueiden johto ja johdon tuki, liikelaitosten virkamies- ja virkamiestoimialajohto, substanssilautakunnat, lupa- ja valvonta-asioista vastaava lautakunta, koulutus, työsuojelu, työhyvinvointi, tietohallinto, hankinta- ja lakipalvelut, yhteispalvelu- ja neuvontatoiminta, viestintä, painatus- ja toimistotarvikepalvelut, luottamusmiehet ja työsuojeluvaltuutetut, ateria- ja puhtauspalvelut, toimialoilla tehtävä asianhallinta, jos se ei kohdistu suoraan varsinaiselle palvelulle tai ole keskistettyä asiakirjahallintoa, jolloin se kohdistuu yleishallintoon. 

Tukipalvelu-luokalle kohdistetaan myös kunnan ulosmyytävät asiantuntijapalvelut esimerkiksi oikeus- ja edunvalvontapalvelut. Ulosmyytäviä palveluita ei kohdisteta edelleen varsinaisille palveluluokille. Mikäli ulosmyytävä toiminta on merkittävää, tulee myös sen menot kohdistaa tukipalvelu-luokalle. Tukipalvelu-luokalle kohdistetaan pysyvien vastaavien osakkeiden luovutusvoitot ja -tappiot, ei kuitenkaan asunto-osakkeiden sekä muiden tilojen luovutusvoittoja ja -tappioita, jotka kohdistetaan ko. palveluluokille. ",,2021
117,5361,Maaomaisuuden hallinta,,maaomaisuus,"Maaomaisuuden hankinta, lunastaminen ja luovutus silloin, kun se ei ole selkeästi kohdistettavissa johonkin muuhun palveluluokkaan.  ","Maaomaisuuden hallintaan sisältyvät maaperätutkimukset (ei kuitenkaan jätehuoltoon liittyvät mittaukset), pilaantuneen maan puhdistaminen, kiinteistön kuntoarviot ja -tutkimukset, haitta-ainetutkimukset, rakennusten purkaminen, tonttien markkinointi ja luovutus, maankäyttöön liittyvät sopimukset sekä muut tontin myyntikuntoon saattamisesta aiheutuneet kustannukset. Kuntien tehtävät öljyvahinkojen jälkitorjunnassa. Lisäksi maan vuokraaminen (myös esimerkiksi viljelyspalstojen vuokraaminen), maankäyttömaksut ja kiinteistöjen luovutusvoitot- ja tappiot, maa-aineksen myynti. Palveluluokalle kohdistetaan kunnan järjestämät satamapalvelut ja satama-alueisiin liittyvä toiminta siltä osin, kun niitä ei ole yhtiöitetty. ",,2021
116,5353,Asuntojen vuokrauspalvelut,,asuntovuokraus,"Kunnan omien tai leasing-kiinteistöjen vuokraaminen, hätämajoituksen järjestäminen ja vuokravalvonta",Tänne kohdistetaan myös asunto-osakkeiden luovutusvoitot ja -tappiot. ,,2021
115,5352,Tilavuokrauspalvelut,,tilavuokraus,Kunnan tilojen vuokraaminen,"Muiden tilojen kuin asuntojen vuokraaminen, vuokratulot ja vastaavat menot. Tänne kohdistetaan myös sellaisten tyhjillään olevien tilojen kulut, jotka eivät ole minkään palvelutoiminnan käytössä. Tänne kohdistetaan myös kunnan tilojen luovutusvoitot ja -tappiot. Palveluluokalle voidaan kohdistaa sekä ulkoisia että sisäisiä vuokria. Sisäiset vuokrat tulee kuitenkin kohdistaa sille varsinaiselle palveluluokalle, jolle ne kuuluvat.  ",,2021
114,5351,Kunnallinen rakennuttaminen,,rakennuttaminen,"Kunnan vapaarahoitteinen rakennuttajatoiminta ja vuokra-asuntotuotanto, asumisoikeustuotanto, asuntotuotannon hallinto ",Tälle palveluluokalle ei kohdisteta kunnan omien toimitilojen rakennuttamista. ,,2021
112,4804,Öljyntorjunta,Erittelemätön pelastustoimi,oljyntorjunta,"maa-alueen öljyvahinkojen ja alusöljyvahinkojen torjuntatehtävät, öljyvahinkojen torjunnan varautumisen ohjaaminen sekä pyydettäessä aluskemikaalivahinkojen torjunta","Alueen pelastustoimen on pyydettäessä osallistuttava aluskemikaalivahinkojen torjuntaan, jollei tehtävän suorittaminen merkittävällä tavalla vaaranna sen muun tärkeän lakisääteisen tehtävän suorittamista. ",Pelastuslaki 27§,2021
70,3051,Perusopetus,,perusopetus,"1) Peruskoulussa, kansanopistoissa, aikuislukioissa tai muissa oppilaitoksissa annettava 1.-9. luokkien yleissivistävä opetus ja yksittäisten oppiaineiden kurssit (sisältää sairaalassa potilaana olevalle oppilaalle järjestettävä perusopetuksen 9- ja 11-vuotisen perusopetuksen osalta). 
2) Pidennetyn oppivelvollisuuden piirissä olevien lasten perusopetus, joka alkaa vuotta aikaisemmin ja kestää 11 vuotta, mikäli perusopetuksen tavoitteita ei lapsen vammaisuuden tai sairauden vuoksi ole mahdollista saavuttaa yhdeksässä vuodessa (sisältää sairaalassa potilaana olevalle oppilaalle järjestettävä perusopetuksen 9- ja 11-vuotisen perusopetuksen osalta). Pidennettyä oppivelvollisuutta voi toteutua  vaikeimmin kehitysvammaisten opetuksessa ja muiden kuin vaikeimmin kehitysvammaisten opetuksessa. 
3) Oppivelvollisuusikäisille ja esiopetusikäisille maahanmuuttajalapsille annettava perusopetukseen valmistavaa opetus.
4) Perusopetuksen oppimäärän suorittaneille nuorille voidaan järjestää perusopetuslain mukaista, yhden lukuvuoden kestävää lisäopetusta. Lisäopetukseen voidaan ottaa nuori, joka on saanut perusopetuksen päättötodistuksen samana tai edellisenä vuonna. Lisäopetuksesta käytetään myös termiä ”kymppiluokka”.
5)  Aikuisten perusopetus on tarkoitettu niille, jotka suorittavat perusopetusta oppivelvollisuusiän jo päätyttyä (Oppivelvollisuus päättyy sen vuoden keväällä kun oppilas täyttää 17-vuotta). Aikuisten perusopetus on tarkoitettu myös oppivelvollisuusiän ylittäneille maahanmuuttajille ja maahanmuuttajataustaisille opiskelijoille. Sisältää kaksi vaihetta: alkuvaiheen ja päättövaiheen. Tarvittaessa alkuvaihe sisältää myös lukutaitovaiheen (tai osan siitä), mikäli opiskelijalla ei ole luku- ja kirjoitustaitoa tai taito on puutteellinen.","Perusopetukseen kuuluvat opetus (sis. mm. koulun toimintasuunnitelmaan kuuluvan kerhotoiminnan), ruokailu, oppilaiden kuljetus ja majoitus, hallinto, kiinteistöjen ylläpito ja perusopetuksen opetussuunnitelman perusteiden mukainen oppilashuolto (sisältää mm. poissaolojen seurannan, kiusaamisen ja tapaturmien ehkäisyn, kouluympäristön terveellisyyden ja turvallisuuden tarkastamisen ja kouluyhteisön hyvinvoinnin edistämisen.), kolmiportainen tuki, mahdolliset tulkitsemis- ja avustajapalvelut, koulunkäyntiavustajan/-ohjaajan toiminta. Ei sisällä kuraattori- ja psykologipalvelua, joka raportoidaan omalla palveluluokallaan. ",,2021
111,4803,Vaarallisten kemikaalien ja räjähteiden valvonta,Erittelemätön pelastustoimi,kemikaalivalvonta,pelastuslaitoksen suorittamat vaarallisten kemikaalien ja räjähteiden käsittelyyn liittyvät valvontatehtävät,"Tehtävät ovat maksullisia viranomaisvalvontatehtäviä. Pelastusviranomaisten kemikaalivalvonta kohdistuu mm. vaarallisten kemikaalien vähäiseen varastointiin tai käsittelyyn, nestekaasun tilapäiseen käyttöön rakennustyömaalla, pyroteknisten välineiden varastointiin kaupan yhteydessä, räjähteiden tai vaarallisten kemikaalien käyttöön erikoistehosteena ja ilotulitteiden käyttöön.

Lisäksi pelastusviranomaiset mm. suorittavat katsastuksia tai tarkastuksia nestekaasun käyttölaitoksiin tai varastoihin, nestekaasun käyttölaitoksiin tai varastoihin, räjähdetarvikekaupppaa harjoittaviin yrityksiin, räjähteiden tilapäiseen varastointiin sekä öljylämmityslaitteistojen käyttöönottoon. ","Kemikaaliturvallisuuslaki (390/2005) 24§, 25§, 27a§, 59a§, 63§, 64§, 81§, 91§, 98§, 99§, 111§, 115§  Pelastuslaki   (379/2011) 16§, 48§, (685/2015) Valtioneuvoston asetus vaarallisten kemikaalien käsittelyn ja varastoinnin valvonnasta 34-40§, 53§,    (819/2015) Valtioneuvoston asetus räjähteiden valmistuksen ja varastoinnin valvonnasta 5§, 24§, 45-47§, 61-63§",2021
110,4802,Tulipalojen ja onnettomuuksien ehkäiseminen,Erittelemätön pelastustoimi,onnettomuusehkaisy,"alueen riskienarviointiin perustuvat valvontasuunnitelman mukaiset pelastustoimen valvontatehtävät, onnettomuuskehityksen seuranta, turvallisuusviestintä ja onnettomuuksien ehkäisemisen asiantuntijapalvelut","Tulipalojen ja onnettomuuksien ehkäisyyn liittyvien palveluiden tavoitteena on pienentää onnettomuuden todennäköisyyttä ja ohjata onnettomuuksiin varautumisella onnettomuudesta aiheutuvien vahinkojen pienentämiseen. Palveluina toteutetaan mm. toiminnanharjoittajan velvollisuuksiin omatoimisen varautumisen osalta, tarjotaan turvallisuusviestintää ja asiantuntijapalveluita mm. maankäytön suunnitteluun ja toimintakyvyltään rajoittuneiden henkilöiden asumis- ja hoitoratkaisuissa. 

Sisältää viranomaisvalvontaan liittyviä maksullisia tehtäviä.
","Pelastuslaki (379/2011) 27 §, 41, 42 § ja 43 §, luku 12, 78-85§, ",2021
109,4801,Pelastustoiminta,Erittelemätön pelastustoimi,pelastustoiminta,"pelastustoiminnan kiireelliset toimenpiteet tulipalon tai muun onnettomuuden uhatessa, palontutkinta, tilanteet joissa toimenpiteet eivät ole muutoin tai muun viranomaisen tai organisaation hoidettavissa sekä valmius ja varautuminen tehtävien häiriöttömään hoitoon oman toiminnan osalta myös häiriö- ja poikkeusoloissa","Pelastustoimintapalveluihin kuuluvat hälytysten vastaanottaminen, väestön varoittaminen, uhkaavan onnettomuuden torjuminen, onnettomuuden uhrien ja vaarassa olevien ihmisten, ympäristön ja omaisuuden suojaaminen ja pelastaminen, tulipalojen sammuttaminen ja vahinkojen rajoittamisen tehtävät,  sekä näihin liittyvät johtamis-, viestintä, huolto- ja muut tukitoiminnat.

Pelastustoiminnan palveluissa voidaan käyttää apuna sopimuspalokuntia (vapaaehtoista palokuntaa, laitospalokuntaa, teollisuuspalokuntaa, sotilaspalokuntaa) tai muuta pelastusalalla toimivaa yhteisöä sen mukaan, kun niiden kanssa tästä sovitaan.","Pelastuslaki (379/2011) 2, 25, 27, 32 ja 64 §",2021
108,4800,Erittelemätön pelastustoimi,Erittelemätön pelastustoimi,eritpelastustoimi,"Erittelemätön-luokkaa voi käyttää ainoastaan kunnilta ja kuntayhtymiltä ostettavissa palveluissa. Luokalle kirjataan pelastustoiminta, tulipalojen ja onnettomuuksien ehkäiseminen, vaarallisten kemikaalien ja räjähteiden valvonta ja öljyntorjunta.",,,2021
107,4701,Puistot ja viheralueet,,puistotviheralueet,"Puistojen ja viheralueiden suunnittelu, toteutus sekä kunnossa- ja puhtaanapito.","Puistot ja viheralueet sisältävät leikkipuistot ja leikkipaikat (pois lukien osana liikuntapalveluja toteutetut leikkipaikat), niityt, koirapuistot yms. ",,2021
106,4602,Pysäköinnin järjestäminen ja valvonta,,pysakointivalvonta,"Pysäköinnin järjestäminen pysäköintialueille (ml. kadunvarsipysäköinti), pysäköintiä ja ajoneuvon pysäyttämistä sekä joutokäyntiä koskevien kieltojen ja rajoitusten noudattamisen valvonta sekä pysäköintivirhemaksujen ja muiden pysäköintivalvontalaissa (727/2011) säädettyjen seuraamusten määrääminen",Palveluluokkaan kohdistetaan pysäköintiin liittyvät tulot sekä pysäköintivirhemaksutulot. ,,2021
120,5552,Työllisyyspalvelut,,tyollisyyspalvelut,"Lain työllistymistä edistävästä monialaisesta yhteispalvelusta mukaiset tehtävät (TYP-toiminta). Rekrytointipalvelut (tiedon välittäminen osaavan työvoiman saatavuudesta ja työtilaisuuksista, rekrytointiin ja työnhakuun liittyvä neuvonta ja ohjaus sekä työtilaisuuksien ja työnhakijoiden yhteensovittaminen). Täydentävät rekrytointi- ja osaamisen kehittämisen palvelut (rekrytointi- ja osaamispalvelu, jota ei ole erikseen määritelty laissa ao. palveluilla mm: 1) tuetaan rekrytointeja ja työnhakua, 2) kartoitetaan ja kehitetään henkilöasiakkaiden osaamista, 3) lisätään henkilöasiakkaiden työmarkkinavalmiuksia tai tuetaan heidän työllistymistään.) Työvoimakoulutus, työkokeiluihin liittyvät palvelut sekä muut osaamisen kartoittamiseen ja palvelutarpeen arviointin liittyvät palvelut. ",Huom! Kunnan oma rekrytointipalvelu kohdistetaan tukipalvelu-luokalle.,,2021
121,5553,Työllisyyden edistäminen,,tyollisyysedist,"Rahoituspalvelut työllisyyden, osaamisen ja sosiaalisen osallisuuden edistämiseen liittyviin kehittämishankkeisiin. Kunnan osuus työmarkkinatuesta. ",Luokalle kohdistetaan esimerkiksi tuki yrityksille kesätyöntekijöiden palkkaamiseen ja kuntien omarahoitusosuudet erilaisiin työllisyyttä edistäviin hankkeisiin. Huom! Kunnan oma rekrytointipalvelu kohdistetaan tukipalvelu-luokalle.,,2021
122,5554,Kuntouttava työtoiminta,,kuntouttavatyo,Lain kuntouttavasta työtoiminnasta mukainen palvelu pitkään työttömänä olleille. ,,Laki kuntouttavasta työtoiminnasta (189/2001),2021
123,5556,Maaseutupalvelut,,maaseutupalvelut,"Viljelijätukipalvelut, maaseutuasiamiespalvelut ja muu maaseudun kehittäminen","Viljelijätukihakemusten käsittely ja myöntö ja porotalouden rahoitus, maatalouden hirvieläin- ja petoeläinvahingot ja tulvavahingot, hukkakauran torjuntaan liittyvät asiat, neuvonta. Rauhoitettujen lajien aiheuttamien vahinkojen arviointi. Kuntien vapaaehtoiset maaseutupalvelut ja maaseudun kehittäminen, ml. hankerahoitus ja kylätoiminnan tukeminen. ",,2021
124,5601,Kotoutumisen edistämisen ja maahanmuuton palvelut,,kotoutuminen,"Alkukartoitukset ja kotoutumissuunnitelmat (toimenpidekokonaisuus, jonka avulla arvioidaan maahanmuuttajan työllistymis-, opiskelu- ja muut kotoutumisvalmiudet sekä kielikoulutuksen ja muiden kotoutumista edistävien palvelujen ja toimenpiteiden tarve, sekä yksilöllinen ja henkilökohtainen kotoutumista tukeva suunnitelma, jonka maahanmuuttaja laatii yhteistyössä paikallisviranomaisten kanssa), alkuvaiheen neuvonta ja ohjaus (henkilökohtaisen alkuvaiheen neuvonnan ja ohjauksen järjestäminen maahanmuuttajille), ilman huoltajaa maassa olevien lasten ja nuorten asuminen ja tuki (asumisen järjestäminen ja tuki, joka on tarkoitettu alle 21-vuotiaille lapsille ja nuorille, joilla on oleskelulupa ja joilla ei ole omaisia tai huoltajia maassa), muut kotoutumisen edistämiseen ja maahanmuuttoon liittyvät tehtävät sekä työtekijän ja elinkeinonharjoittajan oleskelulupiin ja työlupalinjauksiin liittyvät tehtävät)","Kotoutumissuunnitelmaan kirjataan palvelut ja toimenpiteet, jotka edistävät maahanmuuttajan kielitaitoa sekä muita yhteiskunnassa ja työelämässä tarvittavia tietoja ja taitoja. Asuminen sisältää mm. perheryhmäkodit, tuetun asumisen yksiköt ja lastensuojelun jälkihuoltoon rinnasteiset palvelut ilman huoltajaa maassa olevien lasten ja nuorten osalta.",Laki kotoutumisen edistämisestä (HE luonnos),2021
125,6101,Vesihuollon järjestäminen ja kehittäminen ,,vesikehittaminen,Kunnan toimenpiteet vesihuoltopalveluiden järjestämiseksi tai muun vesihuollon palvelun saatavuuden turvaamiseksi (peruskunnan tehtävä),"Sisältyy vesihuollon kehittämissuunnittelu, toiminta-alueiden määrittely, vesihuoltoavustusten myöntäminen, sammutusveden toimittaminen ym.",,2021
126,6102,"Vesihuoltopalvelun tuottaminen, talousvesi",,talousvesihuolto,Vesihuoltolaitoksen huolehtima vesijohtoverkosto ja talousveden tuotanto ym. vedentuotantoon liittyvät tulot ja menot,"Vesihuoltolaitoksen tehtävä. Vesihuoltolaitos voi olla taseyksikkö, liikelaitos, kuntayhtymä tai osakeyhtiö tai osuuskunta (kaksi viimeksi mainittua eivät sisälly kunnan kirjanpitoon). ",,2021
127,6103,"Vesihuoltopalvelun tuottaminen, jätevesi",,jatevesihuolto,Vesihuoltolaitoksen huolehtima jäteveden viemäröinti ja käsittely jätevedenpuhdistamolla sekä mahdolliset siirtoviemäröinnin kulut  ym. jätevedenpuhdistukseen liittyvät tulot ja menot ,"Vesihuoltolaitoksen tehtävä. Vesihuoltolaitos voi olla taseyksikkö, liikelaitos, kuntayhtymä tai osakeyhtiö tai osuuskunta (kaksi viimeksi mainittua eivät sisälly kunnan kirjanpitoon). ",,2021
128,6104,Hulevesijärjestelmän hallinta ,,hulejarjestelma,Kunnan toteuttamat hulevesijärjestelmään kuuluvien alueiden ja rakenteiden hallinta ja ylläpito (peruskunnan tehtävä),Palveluluokalle kohdistetaan myös huletulvariskien hallinnan suunnittelu. Hulevesijärjestelmän hallintaan eivät sisälly vesihuoltolain 17a§:ssä tarkoitettujen vesihuoltolaitoksen hulevesiviemäreiden hallinta ja ylläpito.  ,,2021
129,6105,"Vesihuollon järjestäminen, hulevesiviemäröinti",,huleviermarointi,Vesihuoltolaitoksen vesihuoltolain 17 a §:n mukaan huolehtima hulevesiviemäröinti (vhl 17a§) (vesihuoltolaitoksen tehtävä),"Jaetun vastuun mallissa, jossa vesihuoltolaitos huolehtii huleveden viemäröinnistä (VHL 17 a§) ja kunta muusta hulevesien hallinnasta (MRL 13 a-luku), vesihuoltolaitoksen hulevesiviemäröinnin kulut kohdistetaan tänne. ",,2021
130,6201,Energiahuoltopalvelut,,energiahuolto,"Palvelut, joiden tarkoituksena on taata energian luotettava saanti","Energianhuoltopalveluihin sisältyvät lämmön tuotanto, jakelua ja hyväksikäyttö, julkisista varoista rahoitettujen energiahuoltojärjestelmien rakentaminen tai toiminta, energiaa koskevien asioiden ja palveluiden yleisinformaation, teknisen dokumentoinnin ja tilastojen tuotanto tai jakelu, sekä avustusten, lainojen ja yritystukien hallinnointi. ",,2021
131,6251,Jätehuollon palvelutehtävät ,,jatehpalvelut,Jätehuollon järjestäminen,"Jätehuoltopalveluihin kuuluvat jätteiden keräys ja kuljetus, pientuojien jäteasemapalvelut, jätteen uudelleenkäytön valmistelu, jätteiden hyödyntäminen energiana, jätteiden muu hyödyntäminen, jätteiden kierrätys materiaalina, jätteiden loppukäsittely, hallintotehtävät (mm. jätemaksujen laskutus ja asiakasrekisterin ylläpito, viestintä), jäteneuvonta, vaarallisten jätteiden jätehuolto, kaatopaikkojen jälkihoito. Toiminta rahoitetaan jätemaksuin. ",,2021
132,6252,Jätehuollon viranomaispalvelut,,jatehvirkatehtavat,Jätehuollon järjestämiseen liittyvät viranomaispalvelut,"Kunnan jätehuoltoviranomaisen tehtäviin kuuluvat jätteenkuljetusjärjestelmästä päättäminen, jätehuoltomääräysten hyväksyminen, poikkeamiset jätehuoltomääräyksistä, jätetaksan hyväksyminen, jätemaksujen maksuunpano, jätemaksumuistutusten käsittely ja maksujen kohtuullistaminen, jätteen käsittely- ja vastaanottopaikoista määrääminen, poikkeaminen kunnallisesta jätehuollosta, kuljetustietorekisterin ylläpitäminen, tarkastukset, muu seuranta. Toiminta rahoitetaan jätemaksuin. 

Jätehuollon viranomaispalveluihin ei kohdisteta jätehuollon valvontaa, joka kuuluu ympäristönsuojelun palveluluokalle.  ",,2021
133,6301,Joukkoliikenne ja muut liikkumisen palvelut,,joukkoliikenne,"Joukkoliikennepalvelun järjestämisen sekä muut liikkumisen palvelut, kuten kaupunkipyörät ja MAAS-palvelut","Joukkoliikenteen järjestämiseen ja tukemiseen liittyvät palvelut, mm. joukkoliikenteen reittien suunnitteleminen, asiakaspalvelu, lippu- ja informaatiojärjestelmät, liikennepalvelulain mukaiset rajapinnat",,2021
134,6601,Maa- ja metsätaloustuotteet,,maametsatalous,"Kunnan omassa elinkeinoluonteisessa käytössä olevien maa- ja metsätilojen tuotteet ja palvelut, liiketoiminnassa käytettävien metsien myyntitulot.",Palveluluokalle kohdistetaan myös metsästys- ja kalastusoikeuksien vuokraaminen sekä virkistysmetsien metsätaloudellinen hoito. Palveluluokalle kohdistetaan myös elinkeinoluonteissa käytössä olevien maa- ja metsätilojen ja liiketoiminnassa käytettävien metsien luovutusvoitot ja -tappiot.,,2021
135,6901,Löytöeläimet,,loytoelainhoito,kunnan alueella irrallaan tavattujen ja talteen otettujen pienikokoisten seura- ja harrastuseläinten tilapäisen hoidon järjestäminen,,Eläinsuojelulaki 247/1996,2021
136,7101,Alueiden kehittäminen,,aluekehittaminen,"Maakuntien liittojen osalta tähän luokkaan kohdistetaan lain alueiden kehittämisestä ja rakennerahastotoiminnan hallinnoinnista sekä maankäyttö- ja rakennuslain mukaiset tehtävät. Alueiden kehittämiseen ja alueiden käytön suunnitteluun liittyvät suunnittelu-, kehittämis- ja edunvalvontatehtävät (strategia- ja ohjelmatyö, maakuntakaava, rahoitusohjelmien hallinnointi, erilaiset suunnitelmat, tilastojen tuotanto, projektitoiminta, kansainvälinen toiminta).","Tähän luokkaan kohdistetaan lain alueiden kehittämisestä ja rakennerahastotoiminnan hallinnoinnista mukaiset tehtävät. Luokalla raportoidaan maakuntien liittojen tehtävät, jotka eivät kuulu jollekin toiselle palveluluokalle. ",,2021
105,4601,Kadut ja yleiset alueet,,kadutyleisetalueet,"Katujen, kevyen liikenteen väylien, jalkakäytävien ja liikenneviheralueiden sekä yleisten alueiden suunnittelu, toteutus, kunnossa- ja puhtaanapito, kunnossapito- ja puhtaanapitovelvollisuuden täyttämisen valvonta sekä yksityistieavustusten myöntämiseen liittyvät palvelut. Palveluluokalle kohdistetaan tie- ja vesiväylät sekä radat (kaikki liikenneväylät). ","Yleisillä alueilla tarkoitetaan toreja, aukioita tai muita vastaavia alueita. Kävelykadut rinnastetaan yleisiksi alueiksi. Luokkaan kohdistetaan romuautojen ja lumen poistosta (ml. lumenkaatopaikat) sekä maankaatopaikkojen ylläpidosta aiheutuvat kustannukset. Sisältää mm. katumestarin antamat huomautukset lumikasoista ja tielle tulevista puista yms. Ulkovalaistukseen (pl. liikunta- ja ulkoilupaikat) liittyvät kustannukset kohdistetaan tälle palveluluokalle.",,2021
104,4402,Ympäristönsuojelun lupa- ja valvontatehtävät,,ymparistolupavalvo,"Ympäristönsuojelun luvat ja ilmoitukset: (ympäristölupa, yleinen ilmioitusmenettely, rekisteröinti (YSL, JL), maa-aineksen ottamislupiin (ympäristölupa, maa-aineslupa) liittyvät palvelut, ilmoituspäätökset (YSL). llmoituspäätöksiä: päätös ilmoituksesta koeluontoisesta tai poikkeuksellisesta toiminnasta, meluilmoitus, PiMa-ilmoitus), muut ympäristöasioiden päätökset (ympäristönsuojelun erityislakien mukaiset päätökset, esim. päätökset ojituksen erimielisyysasioissa, moottorikelkkareiteistä, roskaantuneiden alueiden siivouksesta, leirintäalueilmoituksista, hakemuksista hajajätevesisäädöksistä ja ympäristönsuojelumääräyksistä poikkeamiseksi,  poikkeukset vesi- ja viemäriverkkoon liittymisestä, huvivenesatamien jätehuoltosuunnitelmat, maastoliikenneluvat, vesiliikenneluvat, luonnonmuistomerkit, lannan aumavarastointi-ilmoitusten käsittely ja yksittäiset määräykset ympäristön pilaantumisen ehkäisemiseksi), ympäristönsuojelun säännöllinen valvonta (ympäristölupien, rekisteröitävien toimien ja ilmoitusten valvonta) sekä muu ympäristöasioiden valvonta (muiden ympäristöasioiden ja päätösten valvonta), maa-ainesvalvonta",Tänne kohdistetaan myös maankaatopaikkojen ja lumenkaatopaikkojen valvonta. ,,2021
103,4401,Ympäristönsuojelun kehittämis- ja edistämistehtävät,,ymparistokehittami,Ympäristönsuojelun yleiset tehtävät: ympäristön tilan seuranta sekä ympäristön tilan ja luonnonsuojelun edistäminen ,,,2021
